Date,Open,High,Low,Close,Adj Close,Volume
2016-10-10,149.33,151.3,148.36,151.27,128.35,37509660
2016-10-11,150.89,152.44,150.51,151.3,128.38,46388449
2016-10-12,151.2,151.59,148.81,149.2,126.6,35366325
2016-10-13,148.64,148.65,145.76,146.09,123.96,52838362
2016-10-14,146.65,147.96,146.16,146.73,124.5,37124120
2016-10-17,146.5,147.13,145.54,146.46,124.27,42618240
2016-10-18,147.48,148.44,147.02,147.74,125.36,32955010
2016-10-19,148.39,149.2,148.07,148.6,126.09,31874450
2016-10-20,148.8,149.0,147.29,148.26,125.8,34266571
2016-10-21,148.01,148.84,147.48,148.42,125.93,23329815
2016-10-24,149.21,150.45,148.94,149.15,126.55,37453910
2016-10-25,149.74,152.23,149.22,151.57,128.61,36161049
2016-10-26,151.23,151.7,149.75,150.67,127.84,35952880
2016-10-27,150.57,151.62,149.3,149.3,126.68,28739203
2016-10-28,149.4,150.08,148.32,149.2,126.6,22418131
2016-10-31,148.99,148.99,147.4,147.4,125.07,27721920
2016-11-01,147.9,148.98,145.71,145.85,123.75,44170010
2016-11-02,144.51,145.64,142.3,142.36,120.79,60228870
2016-11-03,142.8,143.66,141.6,142.75,121.12,40341340
2016-11-07,143.8,144.88,142.55,143.4,121.68,32443575
2016-11-08,144.25,146.33,143.68,146.11,123.97,37347740
2016-11-09,143.0,151.35,142.5,151.04,128.16,102394660
2016-11-10,151.88,155.57,151.84,153.36,130.13,100426421
2016-11-11,153.0,153.68,151.44,151.51,128.56,69515020
2016-11-14,152.5,152.85,149.17,150.4,127.61,47655170
2016-11-15,151.0,152.37,148.75,149.85,127.15,50518750
2016-11-16,150.9,151.88,149.18,149.94,127.22,35759620
2016-11-17,149.93,150.95,148.95,149.75,127.06,37684670
2016-11-18,149.99,150.84,149.64,150.05,127.32,27291320
2016-11-21,150.9,153.25,150.9,153.0,129.82,40030400
2016-11-22,153.85,155.68,153.64,155.0,131.52,68572050
2016-11-23,155.44,155.44,154.55,155.23,131.71,36365080
2016-11-24,155.38,161.2,155.3,161.15,136.74,68798523
2016-11-25,161.0,163.42,158.94,160.36,136.07,69148720
2016-11-28,160.01,161.12,158.43,159.4,135.25,33551380
2016-11-29,158.98,160.7,157.6,158.07,134.12,49350615
2016-11-30,158.3,160.13,157.71,158.7,134.66,62385980
2016-12-01,159.99,160.0,157.75,158.7,134.66,44384190
2016-12-02,158.45,159.94,157.1,159.4,135.25,52755790
2016-12-05,158.76,163.23,158.43,162.02,137.47,56633440
2016-12-06,161.99,162.94,159.35,159.35,135.21,47160440
2016-12-07,159.82,161.0,158.58,159.95,135.72,46918940
2016-12-08,160.7,168.98,160.67,168.98,143.38,98187850
2016-12-09,169.65,170.87,167.6,169.66,143.96,74497920
2016-12-12,172.0,178.93,171.35,175.4,148.83,114401960
2016-12-13,175.0,177.48,172.06,176.9,150.1,64580091
2016-12-14,177.0,177.87,172.37,173.7,147.38,53848710
2016-12-15,171.5,175.39,171.35,174.92,148.42,75039221
2016-12-16,175.61,177.04,173.5,173.9,147.55,50133350
2016-12-19,174.76,175.55,173.2,174.3,147.89,34213020
2016-12-20,174.17,176.86,173.03,175.9,149.25,31568321
2016-12-21,176.68,185.34,174.65,174.71,148.24,92678680
2016-12-22,174.49,175.35,170.0,170.0,144.25,67004212
2016-12-23,169.8,171.76,168.55,171.15,145.22,37355983
2016-12-26,171.3,173.2,171.15,171.97,145.92,21221700
2016-12-27,172.0,172.7,170.5,172.27,146.17,19784041
2016-12-28,173.0,173.63,170.1,170.1,144.33,37022030
2016-12-29,170.05,172.22,167.55,171.3,145.35,49661210
2016-12-30,171.7,173.25,170.56,173.25,147.0,35427288
2017-01-03,173.4,181.68,173.0,180.12,152.83,53895668
2017-01-04,178.9,179.41,174.23,175.95,149.29,41400772
2017-01-05,176.31,177.28,171.54,171.9,145.86,35093060
2017-01-06,172.4,173.75,169.5,170.69,144.83,35415591
2017-01-09,171.37,172.39,168.05,168.35,142.85,35187382
2017-01-10,168.35,172.3,167.54,171.6,145.6,58874130
2017-01-11,171.5,173.05,168.54,169.05,143.44,52772840
2017-01-12,170.0,170.65,168.02,168.27,142.78,49855540
2017-01-13,168.79,172.39,163.88,164.9,139.92,85990670
2017-01-16,165.22,166.8,164.06,164.66,139.71,37577470
2017-01-17,164.67,166.47,163.34,165.98,140.83,45968312
2017-01-18,165.9,167.8,164.31,165.24,140.21,42479950
2017-01-19,165.46,166.99,164.69,166.3,141.11,38479340
2017-01-20,166.55,168.19,165.42,167.49,142.12,32581560
2017-01-23,167.33,167.33,164.53,166.75,141.49,36457570
2017-01-24,167.37,170.7,167.24,170.25,144.46,45397960
2017-01-25,170.5,171.3,169.5,170.26,144.47,42544580
2017-01-26,170.85,174.39,169.06,173.79,147.46,56105000
2017-01-27,173.89,178.92,173.0,178.92,151.81,71123150
2017-01-30,177.5,178.0,174.24,174.6,148.15,45935720
2017-01-31,174.37,175.27,172.07,172.2,146.11,46486780
2017-02-01,172.59,174.27,171.75,173.9,147.55,42253259
2017-02-02,173.94,174.69,171.95,172.83,146.65,31064930
2017-02-03,173.03,174.19,172.27,173.8,147.47,34745010
2017-02-06,174.71,174.98,172.22,172.87,146.68,33944743
2017-02-07,173.0,174.18,171.51,173.47,147.19,33506030
2017-02-08,173.2,173.2,170.77,171.2,145.26,33314367
2017-02-09,171.91,172.67,167.84,168.8,143.23,48732000
2017-02-10,169.05,170.45,165.4,165.5,140.43,59337102
2017-02-13,166.05,167.05,163.5,164.7,139.75,53028392
2017-02-14,164.99,165.14,162.01,162.7,138.05,54466800
2017-02-15,162.27,165.57,160.0,163.5,138.73,68809530
2017-02-16,164.4,166.5,162.21,166.49,141.27,44328983
2017-02-17,166.48,167.12,164.42,165.49,140.42,32616910
2017-02-20,166.4,166.69,163.93,165.44,140.38,26986371
2017-02-21,165.11,168.38,164.8,167.0,141.7,39649889
2017-02-22,167.5,168.3,164.35,165.9,140.77,40663164
2017-02-24,166.53,168.02,165.03,165.51,140.44,29704825
2017-02-27,166.01,166.34,160.62,160.95,136.57,41947389
2017-02-28,161.05,161.19,155.7,156.0,132.37,67919290
2017-03-01,155.65,160.92,155.65,160.0,135.76,62259015
2017-03-02,161.39,164.3,160.33,163.4,138.65,65453580
2017-03-03,162.95,164.89,161.61,164.4,139.49,38243210
2017-03-06,164.5,165.99,162.0,162.0,137.46,36845090
2017-03-07,162.41,162.41,158.9,160.98,136.59,44867012
2017-03-09,159.22,160.84,155.23,156.2,132.54,63698320
2017-03-10,157.32,159.4,155.55,157.5,133.64,51297761
2017-03-13,157.49,159.87,155.86,158.92,134.84,34087371
2017-03-14,159.5,160.75,157.02,157.42,133.57,59200295
2017-03-15,158.05,159.67,156.06,156.2,132.54,48858401
2017-03-16,157.82,159.85,157.82,158.35,134.36,68322522
2017-03-17,158.55,162.85,158.17,161.15,136.74,65470090
2017-03-20,161.57,164.05,160.61,163.8,138.98,41497340
2017-03-21,164.5,165.49,162.25,162.98,138.29,39831930
2017-03-22,162.01,162.92,159.75,162.92,138.24,40877370
2017-03-23,163.5,164.84,162.1,164.15,139.28,38722221
2017-03-24,164.0,165.9,163.07,164.52,139.6,33041262
2017-03-27,163.03,163.37,161.1,162.69,138.04,35418714
2017-03-28,163.5,164.1,162.05,163.66,138.87,30489220
2017-03-29,164.0,164.9,162.37,163.22,138.49,26161370
2017-03-30,163.32,164.1,161.9,163.5,138.73,24411750
2017-03-31,163.4,163.7,159.51,159.8,135.59,31639980
2017-04-03,160.77,162.94,159.84,161.8,137.29,32726450
2017-04-04,161.37,163.95,160.7,163.5,138.73,23333240
2017-04-05,164.33,168.45,163.82,168.1,142.63,57753880
2017-04-06,167.54,168.19,166.41,167.49,142.12,24424520
2017-04-07,166.12,166.84,160.71,161.49,137.02,59739011
2017-04-10,159.26,159.86,154.51,155.2,131.69,73718431
2017-04-11,155.2,158.59,154.61,156.0,132.37,53342102
2017-04-12,157.0,157.44,150.28,150.28,127.51,53279801
2017-04-13,151.57,153.35,149.7,152.0,128.97,70013641
2017-04-14,150.42,152.25,148.6,149.24,126.63,25092430
2017-04-17,149.44,154.2,147.62,153.99,130.66,48418110
2017-04-18,154.44,155.59,152.15,153.4,130.16,60882607
2017-04-19,153.18,155.38,152.36,153.6,130.33,38965390
2017-04-20,153.0,158.4,152.26,158.21,134.24,64127431
2017-04-21,158.74,160.3,157.8,159.59,135.41,57187320
2017-04-24,161.09,163.43,161.0,162.5,137.88,48021400
2017-04-25,163.0,163.53,161.31,162.55,137.92,40534610
2017-04-26,163.08,165.8,161.7,165.05,140.05,49261630
2017-04-27,164.99,165.79,163.27,164.69,139.74,43712421
2017-04-28,165.5,166.0,163.91,165.2,140.17,40999810
2017-05-02,166.0,168.34,165.01,166.64,141.39,42498185
2017-05-03,166.3,166.5,163.63,164.71,139.76,33570362
2017-05-04,164.62,167.4,163.78,165.5,140.43,37623081
2017-05-05,164.22,166.6,164.0,165.8,140.68,35495640
2017-05-10,167.0,170.8,166.41,170.8,144.92,46474517
2017-05-11,171.0,172.39,168.84,169.97,144.22,56593680
2017-05-12,169.75,170.43,166.85,167.7,142.29,37355690
2017-05-15,168.5,171.68,167.89,171.35,145.39,47099900
2017-05-16,170.97,172.0,169.98,170.66,144.81,37206070
2017-05-17,169.8,170.63,168.17,169.24,143.6,35218265
2017-05-18,168.41,169.17,164.7,166.5,141.28,57482420
2017-05-19,167.48,170.08,165.71,168.87,143.29,36552331
2017-05-22,170.5,170.5,167.14,168.03,142.57,29679220
2017-05-23,167.87,168.3,165.4,166.31,141.11,39501154
2017-05-24,166.8,168.48,162.51,165.7,140.6,46892442
2017-05-25,166.5,166.95,163.53,164.05,139.2,34373452
2017-05-26,163.8,163.8,160.62,160.7,136.35,46063128
2017-05-29,161.0,164.22,160.69,163.9,139.07,28764933
2017-05-30,163.15,163.45,161.17,161.64,137.15,22672890
2017-05-31,161.6,161.6,155.03,155.93,132.31,74365820
2017-06-01,156.4,156.76,152.72,153.0,129.82,50591935
2017-06-02,153.0,157.14,151.62,157.14,133.33,65420920
2017-06-05,157.1,158.89,154.43,154.7,131.26,48595070
2017-06-06,154.49,156.0,152.11,152.8,129.65,34673925
2017-06-07,153.3,155.11,151.75,152.82,129.67,43663690
2017-06-08,153.16,153.43,148.25,151.93,128.91,67991952
2017-06-09,151.41,153.75,150.12,150.13,132.62,45313560
2017-06-13,145.35,147.3,145.0,146.0,128.97,53391917
2017-06-14,145.65,145.65,142.81,143.0,126.32,58227730
2017-06-15,141.94,142.21,136.2,139.0,122.79,183326250
2017-06-16,139.65,142.8,139.02,141.63,125.11,79690201
2017-06-19,142.5,145.15,141.8,145.0,128.09,55251985
2017-06-20,145.2,147.1,143.5,144.9,128.0,58990955
2017-06-21,144.16,144.99,142.77,143.49,126.76,48036301
2017-06-22,142.39,145.69,141.78,144.25,127.43,54359420
2017-06-23,144.4,146.0,143.62,144.1,127.3,42334000
2017-06-26,144.85,146.49,143.81,144.49,127.64,46189984
2017-06-27,144.05,147.2,143.4,147.1,129.95,51070900
2017-06-28,146.2,146.45,144.71,145.5,128.53,45975195
2017-06-29,146.51,146.83,143.2,143.8,127.03,48806780
2017-06-30,143.2,146.73,142.88,145.59,128.61,67210530
2017-07-03,146.65,148.3,146.22,147.5,130.3,38410910
2017-07-04,147.5,149.8,147.11,149.39,131.97,40165050
2017-07-05,149.39,149.79,147.89,148.96,131.59,48191260
2017-07-06,149.2,151.03,148.9,150.35,132.82,51568320
2017-07-07,149.65,152.5,149.06,152.16,134.42,57150370
2017-07-10,153.07,155.34,152.95,155.0,136.93,63627126
2017-07-11,155.55,157.0,154.95,156.91,138.61,57224687
2017-07-12,157.53,160.99,157.5,160.85,142.09,70426950
2017-07-13,161.46,162.62,158.34,159.94,141.29,71818770
2017-07-14,159.9,162.26,159.43,161.4,142.58,43599593
2017-07-17,161.8,163.1,159.82,161.98,143.09,40218964
2017-07-18,162.0,162.99,160.88,161.7,142.84,36470790
2017-07-19,161.3,164.34,160.53,164.34,145.18,56474420
2017-07-20,164.06,164.91,163.47,163.93,144.81,41944463
2017-07-21,163.99,163.99,161.72,162.1,143.2,35023110
2017-07-24,161.21,162.33,158.6,161.33,142.52,57495791
2017-07-25,161.66,162.3,159.92,160.22,141.54,43219118
2017-07-26,160.71,162.31,160.12,161.55,142.71,42613230
2017-07-27,162.41,166.0,162.4,166.0,146.64,55346876
2017-07-28,165.37,165.75,163.15,165.4,146.11,50132680
2017-07-31,165.53,167.35,163.88,164.53,145.34,55781552
2017-08-01,165.5,168.0,165.3,166.31,146.92,55355187
2017-08-02,166.6,169.94,166.54,169.9,150.09,55341012
2017-08-03,170.0,170.98,169.17,170.0,150.18,56318763
2017-08-04,169.49,170.0,168.6,169.73,149.94,27204000
2017-08-07,170.47,172.95,170.38,172.79,152.64,35534035
2017-08-08,173.0,175.88,172.66,175.75,155.26,50531372
2017-08-09,174.8,175.2,172.8,173.4,153.18,49021530
2017-08-10,173.75,174.16,172.01,172.2,152.12,30020500
2017-08-11,171.26,172.49,168.64,172.05,151.99,60812400
2017-08-14,173.0,173.77,171.37,172.51,152.39,30902101
2017-08-15,172.31,172.72,170.46,172.33,152.23,30385090
2017-08-16,172.95,175.3,172.83,173.05,152.87,41837702
2017-08-17,172.5,173.99,172.27,172.72,152.58,26052710
2017-08-18,171.71,171.71,168.13,169.5,149.73,52379130
2017-08-21,169.77,170.69,168.5,169.9,150.09,36731731
2017-08-22,171.2,171.7,169.7,171.0,151.06,37858790
2017-08-23,171.0,175.3,170.98,175.3,154.86,55467240
2017-08-24,175.5,179.94,175.3,179.8,158.83,78591505
2017-08-25,180.85,182.25,179.6,180.51,159.46,68786625
2017-08-28,180.6,181.85,179.2,181.85,160.64,27960960
2017-08-29,182.0,182.0,179.51,181.89,160.68,46130830
2017-08-30,182.5,184.48,180.85,183.5,162.1,48549170
2017-08-31,182.99,186.33,181.71,183.51,162.11,64267180
2017-09-01,183.85,185.33,182.02,183.66,162.24,34360115
2017-09-04,181.51,185.27,180.93,184.1,162.63,25717519
2017-09-05,184.39,185.59,183.33,184.14,162.67,34342180
2017-09-06,183.25,183.73,181.47,183.12,161.77,33518700
2017-09-07,183.47,185.25,183.32,184.0,162.54,45668560
2017-09-08,184.1,187.43,183.77,185.89,164.21,60690504
2017-09-11,186.7,191.3,186.51,190.5,168.29,61682296
2017-09-12,191.03,192.31,188.14,189.32,167.24,50535750
2017-09-13,189.32,190.95,188.4,189.1,167.05,47811940
2017-09-14,189.0,189.39,186.0,188.64,166.64,38052225
2017-09-15,188.73,189.3,186.72,188.75,166.74,44784390
2017-09-18,189.56,190.37,187.31,188.04,166.11,29580441
2017-09-19,187.68,187.72,184.55,184.85,163.29,41401289
2017-09-20,184.5,186.47,182.65,186.47,164.73,50035550
2017-09-21,186.4,188.37,183.8,187.38,165.53,41621355
2017-09-22,187.35,188.77,186.77,187.55,165.68,37307814
2017-09-25,187.37,191.38,186.37,191.2,168.9,64177071
2017-09-26,191.56,195.0,191.54,192.54,170.09,82080305
2017-09-27,192.94,194.29,191.2,193.7,171.11,55030942
2017-09-28,193.68,194.3,191.53,191.96,169.58,39113081
2017-09-29,192.0,192.94,190.8,192.33,169.9,26325574
2017-10-02,192.76,194.1,191.1,193.0,170.49,35954811
2017-10-03,193.28,193.87,192.13,192.5,170.05,28657990
2017-10-04,192.49,192.59,191.22,192.03,169.64,26536581
2017-10-05,192.0,193.93,189.06,193.74,171.15,49466550
2017-10-06,194.3,196.42,193.67,194.16,171.52,52399742
2017-10-09,194.2,194.9,192.58,194.0,171.38,27756710
2017-10-10,194.3,194.45,192.95,193.21,170.68,17832400
2017-10-11,193.95,196.75,193.56,195.83,172.99,58002027
2017-10-12,195.85,196.75,194.95,195.51,172.71,34969750
2017-10-13,195.62,197.29,195.2,196.48,173.57,30338962
2017-10-16,197.53,198.52,196.7,197.7,174.65,26979475
2017-10-17,197.3,198.0,196.07,197.2,174.2,26239765
2017-10-18,197.5,197.89,194.01,195.31,172.53,43547050
2017-10-19,195.26,195.69,191.81,192.2,169.79,40359727
2017-10-20,193.6,194.14,192.23,192.97,170.47,29002930
2017-10-23,193.41,193.64,190.82,192.34,169.91,26949930
2017-10-24,191.64,192.92,190.13,192.5,170.05,28265140
2017-10-25,193.0,194.37,192.04,192.04,169.65,32303520
2017-10-26,192.65,193.5,190.72,192.75,170.27,25634660
2017-10-27,193.53,196.18,192.87,196.05,173.19,46796610
2017-10-30,196.32,197.7,195.0,195.0,172.26,31938210
2017-10-31,194.81,196.36,193.8,193.8,171.2,25643940
2017-11-01,194.49,197.05,193.33,194.05,171.42,40292910
2017-11-02,193.78,195.12,192.38,193.85,171.24,33747055
2017-11-03,194.77,195.75,193.2,193.8,171.2,30616870
2017-11-07,196.5,206.7,195.56,205.96,181.94,135176600
2017-11-08,205.95,211.77,204.06,209.09,184.71,88294795
2017-11-09,209.51,221.5,209.12,220.05,194.39,116668980
2017-11-10,221.0,229.4,216.61,217.7,192.31,143573000
2017-11-13,217.7,223.99,215.78,216.61,191.35,50943980
2017-11-14,216.5,222.2,215.96,221.4,195.58,45905390
2017-11-15,222.5,227.75,221.54,225.95,199.6,72221717
2017-11-16,227.79,228.58,219.09,227.5,200.97,85863610
2017-11-17,227.9,228.0,224.1,225.65,199.34,37958800
2017-11-20,225.7,225.97,223.16,224.6,198.41,18853280
2017-11-21,225.5,232.99,224.07,231.0,204.06,77573460
2017-11-22,231.89,233.95,228.38,230.25,203.4,45932211
2017-11-23,230.26,230.99,225.06,225.56,199.26,41140441
2017-11-24,225.4,228.0,222.15,228.0,201.41,44277256
2017-11-27,228.4,229.04,225.0,226.76,200.32,24026280
2017-11-28,221.0,230.0,221.0,230.0,203.18,40901400
2017-11-29,230.1,231.5,226.7,228.2,201.59,34340960
2017-11-30,228.0,228.92,222.35,224.35,198.19,46122875
2017-12-01,224.5,225.76,220.76,221.5,195.67,39983910
2017-12-04,222.0,226.0,219.55,224.6,198.41,45155240
2017-12-05,224.0,224.55,222.0,223.91,197.8,27885630
2017-12-06,222.65,224.9,221.57,223.75,197.66,23136580
2017-12-07,223.83,224.79,219.23,219.81,194.18,38228885
2017-12-08,219.9,223.0,219.61,220.89,195.13,28324950
2017-12-11,221.4,227.69,221.1,227.69,201.14,34539660
2017-12-12,229.0,230.5,226.11,227.9,201.32,39739840
2017-12-13,227.3,228.33,220.54,221.8,195.94,61576220
2017-12-14,222.11,229.9,221.1,229.9,203.09,55633890
2017-12-15,228.9,229.79,225.57,226.53,200.11,42529200
2017-12-18,227.49,228.9,225.7,227.4,200.88,24519576
2017-12-19,227.99,228.5,223.5,224.1,197.97,34992830
2017-12-20,224.28,226.68,222.7,226.0,199.65,34199580
2017-12-21,226.46,227.39,222.35,223.6,197.53,34750261
2017-12-22,223.68,224.64,221.12,221.44,195.62,21524345
2017-12-25,222.22,223.9,221.65,223.3,197.26,11183211
2017-12-26,223.9,223.98,221.0,223.57,197.5,12303740
2017-12-27,224.01,227.2,223.1,226.98,200.51,30101245
2017-12-28,226.9,227.17,223.0,224.2,198.06,24078990
2017-12-29,224.12,226.2,223.27,225.2,198.94,18919860
2018-01-03,226.88,232.7,226.35,231.9,204.86,34549624
2018-01-04,232.13,239.5,231.0,238.8,210.95,53598530
2018-01-05,238.89,239.95,236.7,238.6,210.78,31579385
2018-01-09,239.03,243.76,239.01,240.4,212.37,53172630
2018-01-10,240.4,241.25,237.06,237.76,210.03,39371730
2018-01-11,237.76,240.88,235.21,239.0,211.13,43067680
2018-01-12,238.92,239.0,236.05,237.75,210.03,30895875
2018-01-15,239.0,240.97,238.0,238.85,211.0,25681721
2018-01-16,239.01,240.0,236.01,239.64,211.7,25475420
2018-01-17,238.62,239.82,236.53,239.82,211.85,30522075
2018-01-18,240.5,246.69,240.0,245.5,216.87,64156655
2018-01-19,245.15,245.98,240.68,242.45,214.18,38996991
2018-01-22,242.97,244.89,241.41,243.99,215.54,25100470
2018-01-24,244.2,247.53,242.32,247.53,218.67,31180195
2018-01-25,247.9,251.65,247.58,250.64,221.41,54995215
2018-01-26,249.3,251.23,245.93,247.0,218.2,35231937
2018-01-29,247.5,250.79,246.0,250.48,221.27,49186400
2018-01-30,248.53,258.96,247.91,257.8,227.74,65622246
2018-01-31,257.5,264.79,255.7,264.5,233.66,63707935
2018-02-01,265.0,270.3,260.6,263.2,232.51,73041440
2018-02-02,263.69,264.83,256.2,257.32,227.31,64657192
2018-02-05,254.85,258.29,252.6,255.64,225.83,45927950
2018-02-06,250.0,262.55,248.1,258.94,228.74,85982210
2018-02-07,263.9,264.37,256.26,257.58,227.54,53641051
2018-02-08,256.4,259.76,253.19,253.19,223.67,37198410
2018-02-09,249.03,252.89,244.13,250.11,220.94,81985010
2018-02-12,253.0,256.36,251.67,255.05,225.31,41818172
2018-02-13,255.87,258.62,254.7,258.3,228.18,43733365
2018-02-14,259.07,263.37,257.26,262.03,231.47,60442410
2018-02-15,267.53,268.77,264.0,264.58,233.73,60907490
2018-02-16,265.97,267.97,263.11,266.99,235.86,51931218
2018-02-19,267.0,270.0,265.3,266.85,235.73,24171390
2018-02-20,266.85,267.8,264.72,267.22,236.06,24750891
2018-02-21,266.05,279.2,266.05,279.2,246.64,70374570
2018-02-22,277.99,279.5,275.52,277.39,245.04,46426480
2018-02-26,279.0,285.0,278.59,280.47,247.76,60846953
2018-02-27,280.82,280.99,276.61,278.21,245.77,40007060
2018-02-28,276.0,277.41,272.0,272.4,240.64,53012970
2018-03-01,270.98,277.0,270.9,275.25,243.15,34947676
2018-03-02,274.4,275.5,268.56,273.0,241.17,46027890
2018-03-05,273.7,278.84,273.5,277.0,244.7,34109000
2018-03-06,278.5,281.5,274.03,274.03,242.08,40607160
2018-03-07,272.99,276.72,270.15,274.0,242.05,49998920
2018-03-09,274.55,275.48,270.61,274.71,242.68,24520061
2018-03-12,276.05,277.3,273.55,274.3,242.31,23710461
2018-03-13,274.0,275.93,272.66,273.95,242.0,34644686
2018-03-14,273.0,273.4,262.11,262.5,231.89,61779860
2018-03-15,263.0,264.61,253.29,254.3,224.65,72433235
2018-03-16,255.29,257.98,249.76,256.15,226.28,91870966
2018-03-19,257.8,259.81,250.01,255.0,225.26,42502108
2018-03-20,255.98,256.85,250.4,256.6,226.68,57123790
2018-03-21,258.0,270.0,257.23,268.88,237.53,69909935
2018-03-22,269.97,271.8,264.1,265.5,234.54,55552150
2018-03-23,259.02,264.25,259.02,262.0,231.45,46285065
2018-03-26,262.0,264.87,255.73,256.13,226.26,50388981
2018-03-27,256.99,258.43,252.27,258.0,227.91,45163390
2018-03-28,255.5,256.12,250.75,251.5,222.17,43754270
2018-03-29,252.12,255.6,252.12,252.9,223.41,33625620
2018-03-30,254.0,254.49,252.8,253.57,224.0,10912160
2018-04-02,253.58,258.34,249.99,249.99,220.84,35438280
2018-04-03,250.01,251.93,245.38,251.3,222.0,60673851
2018-04-04,252.21,254.79,249.09,254.28,224.63,47714171
2018-04-05,257.25,262.89,255.92,262.0,231.45,52779270
2018-04-06,260.64,262.32,256.01,256.54,226.62,34897860
2018-04-09,255.05,255.3,205.0,215.13,190.04,242246770
2018-04-10,211.24,224.47,197.0,214.8,189.75,253346877
2018-04-11,214.0,223.6,204.24,208.0,183.74,185664760
2018-04-12,214.55,218.39,208.5,212.7,187.9,120301110
2018-04-13,213.37,216.7,203.14,204.7,180.83,106927010
2018-04-16,199.36,208.0,191.5,192.06,169.66,199706860
2018-04-17,203.02,207.87,200.0,207.5,183.3,169904645
2018-04-18,209.0,219.93,208.25,215.87,190.7,174039510
2018-04-19,217.34,222.22,212.0,213.45,188.56,133534290
2018-04-20,214.0,216.27,212.13,213.84,188.9,52241030
2018-04-23,216.48,223.5,213.22,223.25,197.22,116947860
2018-04-24,225.9,228.43,221.3,223.0,197.0,83961645
2018-04-25,220.15,223.78,218.2,220.45,194.74,69676390
2018-04-26,221.57,222.59,216.0,220.7,194.96,73277625
2018-04-27,221.36,224.43,217.62,223.91,197.8,81940050
2018-04-30,224.5,228.2,221.58,226.99,200.52,39358911
2018-05-02,224.22,230.0,224.02,229.02,202.31,40017845
2018-05-03,228.4,232.74,227.5,229.4,202.65,73643832
2018-05-04,229.58,230.94,225.7,228.55,201.9,48163190
2018-05-07,230.17,232.18,229.06,229.86,203.06,37271925
2018-05-08,227.79,228.48,224.5,226.7,200.26,55972540
2018-05-10,228.5,234.14,228.37,233.7,206.45,72199060
2018-05-11,234.35,237.95,233.74,235.57,208.1,52532250
2018-05-14,236.21,237.8,234.03,237.8,210.07,34774710
2018-05-15,237.5,237.5,230.4,231.39,204.41,53009574
2018-05-16,230.88,232.0,226.7,229.56,202.79,67254242
2018-05-17,230.01,231.25,227.0,227.55,201.02,37666082
2018-05-18,225.7,228.16,222.8,223.13,197.11,50877211
2018-05-21,223.79,226.8,223.55,226.5,200.09,34277670
2018-05-22,227.27,227.27,222.95,225.6,199.29,43268345
2018-05-23,223.11,224.07,221.0,221.0,195.23,48854670
2018-05-24,221.91,223.7,221.12,222.01,196.12,37214260
2018-05-25,222.51,223.48,219.0,220.76,195.02,47281373
2018-05-28,219.47,221.5,219.2,220.9,195.14,23187310
2018-05-29,220.5,222.13,217.1,219.29,193.72,34597664
2018-05-30,219.3,221.55,217.88,220.5,194.79,42346630
2018-05-31,221.98,224.35,220.0,222.36,196.43,67415130
2018-06-01,221.5,222.77,220.0,220.0,194.35,35532280
2018-06-04,221.13,222.67,218.57,220.0,194.35,32257600
2018-06-05,220.0,220.79,214.51,214.73,189.69,48231401
2018-06-06,216.0,218.19,214.65,217.9,192.49,35857890
2018-06-07,218.94,219.45,216.41,216.41,191.17,32485100
2018-06-08,216.0,217.0,210.25,211.13,186.51,60791010
2018-06-11,212.5,213.61,208.33,210.35,185.82,28264070
2018-06-13,211.23,216.13,209.63,215.0,189.93,48675611
2018-06-14,214.82,217.49,213.6,214.0,189.05,42732411
2018-06-15,213.9,215.0,207.9,209.36,184.95,86209930
2018-06-18,209.0,211.2,205.01,206.3,182.24,54276700
2018-06-19,204.0,206.77,202.11,206.0,181.98,51734620
2018-06-20,207.0,212.37,207.0,212.2,187.46,60991640
2018-06-21,212.25,214.16,208.62,210.4,185.87,65102971
2018-06-22,211.62,214.5,209.62,214.48,189.47,59479060
2018-06-25,204.5,206.94,202.51,202.51,189.5,56516990
2018-06-26,203.64,205.0,199.6,199.91,187.06,54748040
2018-06-27,201.85,209.33,198.55,207.95,194.59,81134771
2018-06-28,207.85,210.63,207.01,208.75,195.34,42717178
2018-06-29,210.1,218.3,210.09,218.0,203.99,76710160
2018-07-02,217.01,222.83,216.0,220.86,206.67,52803002
2018-07-03,221.01,222.45,217.1,217.75,203.76,36690286
2018-07-04,218.23,219.56,216.61,217.7,203.71,20278040
2018-07-05,217.5,224.54,216.85,224.54,210.11,53737320
2018-07-06,225.01,227.59,221.61,226.71,212.14,55248910
2018-07-09,228.5,231.24,228.2,230.75,215.92,47893521
2018-07-10,230.95,232.25,228.0,230.52,215.71,40616741
2018-07-11,229.2,229.2,224.8,227.57,212.95,58161120
2018-07-12,226.76,228.45,225.1,226.6,212.04,40488180
2018-07-13,227.3,230.86,227.22,229.5,214.75,36919220
2018-07-16,230.1,231.0,226.42,227.32,212.71,33485834
2018-07-17,227.0,227.0,220.52,222.5,208.2,62586307
2018-07-18,222.0,224.0,215.64,216.28,202.38,61197290
2018-07-19,216.9,217.11,206.56,208.34,194.95,89574540
2018-07-20,207.77,210.95,201.1,204.34,191.21,126702690
2018-07-23,205.4,210.4,205.25,208.42,195.03,55275830
2018-07-24,209.0,215.45,208.92,215.45,201.61,54142604
2018-07-25,211.0,215.45,208.34,213.7,199.97,76868220
